ID,Longitude,Latitude
EFPXYC,8.1489,11.29088
AUEO00,8.14593,11.29146
09O1IJ,8.14593,11.29146
QH5BLY,8.14656,11.29209
FD3A6U,8.15006,11.29288
V9EP2V,8.15155,11.29288
J1JOW4,-5.47024,11.29472
TQJGU1,-5.47024,11.29472
4XULR0,-5.47334,11.29554
8RNI2K,-5.47249,11.29567
UHRPOY,-5.48957,11.29801
6GTXKJ,-5.53479,11.2985
WKYUMD,-5.47172,11.29851
E4D002,-5.48887,11.29934
XH7Z15,-5.49212,11.29957
ULXAI6,39.61407,11.29961
2GP4H3,-5.53861,11.29962
1KP8TP,39.61491,11.29963
BXMCTM,-5.53992,11.29986
Z7PZFQ,39.61911,11.29988
KINZBU,39.61456,11.30057
5PUIU4,-5.47392,11.30064
K0KSCZ,-5.51812,11.30068
AJNKQG,-5.48809,11.30091
G3KS6V,-5.51498,11.30116
DOSIE4,-5.51504,11.30128
2S8WZ0,-5.48916,11.30148
U3SYSF,-5.47101,11.30155
VJ5T7C,39.64081,11.30164
SGKYR7,-5.48807,11.30169
0G08HX,-5.48807,11.30169
IT2PJA,-5.513,11.3017
5KNK57,-5.4718,11.30202
OFE5SP,-5.47214,11.30234
23X2BI,-5.49229,11.30242
2GCT4Q,-5.51329,11.30263
BR657T,-5.51329,11.30263
TCD1C3,-5.50983,11.30289
RN12MM,-5.53314,11.30297
YXWUSI,-5.49029,11.30316
8U1J5T,-5.472,11.30341
RUXL6A,39.59273,11.3036
NO49HP,-5.5361,11.30388
PI30DI,39.59126,11.3039
B438DU,-5.53731,11.30391
T3KC0U,39.57193,11.30422
2YBSGY,39.61648,11.30433
56VROD,39.59385,11.30449
U6CMEO,-5.53291,11.30451
KZHS88,-5.53291,11.30451
K5BE9A,-5.51228,11.30465
PP2TRN,-5.53793,11.30492
VJC1MA,39.59195,11.30498
D1TY01,-5.48898,11.30512
Y14JRB,-5.53441,11.30532
B5WY6A,39.57327,11.30547
12AED0,39.63809,11.30554
2NR2C7,8.15142,11.30554
1ZWZ67,-5.51436,11.30556
EWDMIE,39.57587,11.30572
QISOEB,-5.51478,11.30592
AO3RI6,-5.53521,11.30602
E52DEE,8.19209,11.30604
JK4KUB,39.61333,11.30606
H9V0YH,-5.4905,11.30612
SP0EPP,39.61572,11.30617
C0TZVU,39.61411,11.3066
BG196X,-5.51104,11.30665
0AWTUK,8.14669,11.30704
CB4U85,8.11957,11.3071
4505MR,8.11957,11.3071
LEJOPY,39.57243,11.30715
G2AF9Q,39.5924,11.30741
DR98K5,39.57067,11.30789
70DF8X,39.59706,11.30797
Z8ENDR,39.57264,11.30827
D7VSNP,39.57264,11.30827
RO9D3J,8.148,11.30838
818I54,8.17581,11.30845
7PPDRA,8.17533,11.30869
OYHLS7,8.17533,11.30869
J1LQ55,39.57033,11.30871
KPQCY9,39.57204,11.30879
BZRVGH,39.59435,11.3089
244BYW,8.14524,11.30901
BL82U3,39.64153,11.30902
P8BRB8,8.17115,11.30904
H38A7H,8.12544,11.30928
JE3I8D,8.19152,11.30932
9VU1CQ,39.64423,11.30939
M596IH,8.17392,11.3094
X7CWZE,39.64331,11.30954
YZHH4O,39.64486,11.30963
68SR2D,39.57461,11.30973
0OPWMY,39.63802,11.30991
1I03HD,39.59149,11.31005
LRR9VO,39.63966,11.31014
92VOUH,8.17514,11.31018
OYQXZW,8.19744,11.31026
VJPFFM,8.15123,11.31045
TWT7F7,8.19585,11.3107
CS557K,8.17451,11.31078
Y5WNNP,8.11768,11.31086
VPBUQO,8.19692,11.31092
XF010K,8.19524,11.31141
J2IJ3R,8.11773,11.31141
2PVQ1X,39.59641,11.3115
3QBPT9,39.59641,11.3115
67NR3H,8.16942,11.31168
LN8CT6,8.14842,11.31181
CW8181,39.57446,11.31191
FAUK47,8.12218,11.31216
1P4LAB,8.16994,11.31223
A13XU9,8.12444,11.31247
4YLNL4,8.19052,11.31256
B6FIPR,8.17264,11.31259
VF8BWZ,8.12276,11.31262
XUU79T,39.59507,11.31265
D2JNWI,8.14825,11.31266
XNS23E,8.14825,11.31266
3G4VC2,8.15079,11.31279
64IGNR,8.15096,11.31302
A9YNJK,8.19694,11.31311
1AFDI9,8.124,11.31373
76DDC3,8.12152,11.3141
1MIAC7,-5.49262,11.31475
E5MCDW,-5.49554,11.31484
V6GKSJ,-5.49626,11.31537
KWN8AS,-5.49626,11.31537
HYPIEV,-5.49254,11.31788
VLCWRS,-5.49442,11.31845
G2JSXU,-5.46836,11.31941
QXAJDU,-5.4905,11.31974
GPMES5,-5.49028,11.32072
PLQD39,-5.46539,11.32105
RKSDVP,-5.49269,11.32107
R9FDWF,-5.46943,11.32143
6AFZAV,39.57783,11.32203
GOEEB5,-5.49664,11.32226
7SIUK1,39.57444,11.32228
OVUTR0,-5.53566,11.32334
7QYXXF,-5.46945,11.32369
NKM4X5,-5.49567,11.32381
JC8DM3,-5.46866,11.32386
0RZWHI,39.5746,11.32396
IRT180,-5.46328,11.32406
C0W6EW,-5.53318,11.32508
D0DAGQ,39.57367,11.32533
UJ2JK6,39.64546,11.32534
O1BOVS,8.18962,11.32537
2C6TUE,-5.51767,11.32551
2JCW2V,-5.47054,11.32594
QSW1UW,-5.51229,11.326
Q9TA5J,39.64632,11.32601
XS7FKC,-5.5378,11.32641
T9VYER,39.57241,11.32647
OJHJ8U,39.57241,11.32647
5CQIYO,39.57732,11.32659
9VAFDX,39.57716,11.32683
EM9ACO,-5.53058,11.32686
ID5PDS,-5.53079,11.32698
LMO83C,-5.5149,11.32699
YY58FB,39.63753,11.3271
3S2VFT,39.57383,11.3273
KJW5ST,39.64253,11.32746
IQIDUY,39.61517,11.32751
VCWXF4,8.19244,11.32779
W3EJ90,8.19244,11.32779
85Y4HY,39.61734,11.32803
999TW7,-5.51933,11.32809
DW8HAQ,-5.53684,11.32817
A427PC,8.12621,11.3282
41LA44,39.59097,11.32821
QU9BWS,39.64739,11.32836
YXBPJL,-5.53344,11.3284
UIAO9M,39.59209,11.32841
E4WNS1,39.63971,11.32842
GYYGL7,39.64758,11.32859
JS7PMU,-5.51252,11.32872
V86CI5,39.64374,11.32899
OVT34K,39.64374,11.32899
KJ62N7,39.6458,11.32901
YTWMLW,-5.46689,11.32903
N75LF9,-5.46689,11.32903
PA5DRH,39.5904,11.32907
72SOHQ,-5.53406,11.32942
8YBLV1,-5.53107,11.32947
YG6R68,-5.51854,11.32957
K3L3PL,-5.51854,11.32957
C659GZ,39.59398,11.32983
BQIJZF,-5.51677,11.32997
PUD3XD,8.12436,11.33029
SYCV99,8.12436,11.33029
Q7T1ED,-5.53215,11.3303
GJ7TTF,39.59221,11.33041
BY6RAZ,-5.5158,11.33059
BSJ73D,39.62189,11.33065
E8EAF3,-5.51718,11.33146
M8OC0H,8.12798,11.33157
Q1THAG,39.5942,11.33191
B1WSNL,39.64257,11.332
1W5QGV,8.19352,11.33202
04MPVI,8.1855,11.33241
CEFZ6P,8.18684,11.33246
9S8TCE,8.17157,11.33249
B14U4S,8.15542,11.33253
GCSGGE,8.17477,11.33258
TAU7KM,39.59158,11.3326
V5H7ZB,39.59346,11.33263
Q9NBXF,39.615,11.33277
NQN36W,39.5954,11.33281
X6DOGS,8.12809,11.33283
30GR2S,8.18567,11.33288
656HOD,8.17329,11.33296
IV7VQX,8.17329,11.33296
UVYACV,8.18705,11.33314
OPJWMU,8.15222,11.33346
RYGOMZ,39.61781,11.33362
H3H4MG,8.18833,11.33387
4FJK8I,8.15301,11.33412
MN7TTG,8.19087,11.33428
9J10I5,39.61586,11.33428
85N0PT,8.16886,11.33455
NJARID,8.17304,11.33467
8WAMXW,8.16807,11.335
E4UHO8,8.12877,11.3352
8GEEOG,8.1296,11.33535
4DU2GY,8.15358,11.33565
VBKTUS,8.12797,11.33573
8VH1J6,39.61544,11.33622
KXNOU7,8.12356,11.33624
P9NELO,8.15793,11.33635
Y7UH21,39.59075,11.33642
J59NB8,39.59075,11.33642
D3BEPV,8.15558,11.33765
Y6YSIA,8.17056,11.33934
BDW0V4,8.17248,11.33941
RCT16J,-5.49129,11.34049
0CES93,-5.47439,11.34116
FRU5YS,-5.5305,11.34164
21FE3P,-5.47541,11.34234
Q936WK,-5.52816,11.34255
HA6A9P,-5.47016,11.34416
ZNVV3L,-5.48743,11.34417
LV1ON8,-5.47042,11.34431
0YPMA3,-5.47006,11.34431
9P7IJ5,-5.52968,11.3446
RQDZKZ,-5.48756,11.34468
ELG0NZ,8.19232,11.34472
P5SZDX,-5.52959,11.3453
DZEPIJ,8.18906,11.34552
IW60QV,8.12304,11.34586
W5HKNC,-5.48886,11.34589
X193ZJ,8.18819,11.34606
HNNRQ9,8.19486,11.34667
GW5DB5,8.19486,11.34667
V726B7,-5.53113,11.34685
WOS8GZ,8.19314,11.34689
U669TO,-5.51658,11.347
O3L57U,-5.53354,11.34776
PQSPW3,-5.49475,11.34792
C7ZI7V,8.12462,11.34793
VCUGUH,-5.51784,11.34802
DE5B9V,-5.51532,11.34807
GA5DAC,-5.5205,11.34812
0GTML3,-5.5205,11.34812
5EL6N6,-5.52831,11.34813
RVG8BS,-5.53099,11.34862
IUOG5I,-5.4738,11.34876
HNCLDN,-5.47364,11.34877
540XF9,-5.49395,11.34877
WRVALN,8.12737,11.34878
55S8FJ,8.18774,11.34897
ZMNMCP,-5.48908,11.34925
7L4JTZ,8.11925,11.34955
MSM051,-5.469,11.34959
ZSG026,8.17014,11.34965
8XPIFA,8.17035,11.34969
2TOXYL,-5.46978,11.34972
0UAJQ6,8.19322,11.34979
8VY1DD,8.16793,11.34981
LCSR0J,-5.48927,11.3503
U2LY18,8.17436,11.35033
GZVSDS,-5.5144,11.35079
LYJN3L,-5.51736,11.35111
MDHWZM,8.12242,11.35128
L58BV6,8.17486,11.35139
VTBL1K,8.12486,11.35159
1X6D4I,-5.48847,11.3519
N5DQ1A,-5.48847,11.3519
OF07VS,8.19194,11.35202
8U5NZ5,-5.51718,11.35208
V0SRJJ,8.1744,11.35209
GWFPBL,-5.51564,11.3523
18JQEE,8.1261,11.35238
UU9D1M,8.12108,11.35257
SIPFK6,8.1699,11.35259
TH0CPM,8.1699,11.35259
U1CN9X,-5.51614,11.35313
VH5FPI,8.16687,11.35321
AAEV9U,8.19288,11.35336
8QS64P,8.12132,11.35407
0DIVR4,8.16911,11.35408
Q1ID3I,8.14699,11.35515
WPBZW6,8.14699,11.35515
DRP1WU,8.14468,11.35521
H4VD6T,8.15366,11.35568
ERCG4R,8.15136,11.35698
MEAQRM,8.16762,11.35722
IIR56Y,8.14717,11.35778
KVGX5F,8.14569,11.35791
F9KQ9E,8.15179,11.35798
PFJXQI,8.15216,11.35799
MKJCLG,8.14757,11.35801
MMIJ5N,8.15034,11.35917
HX56Y3,-13.10756,11.89474
5ITQ8S,-13.10756,11.89474
NMCOM4,-13.10601,11.8953
OHYX4Q,-13.10941,11.89646
GA8RMQ,-13.10606,11.89654
9XD6LZ,-13.17081,11.89993
K1RDEM,-13.10612,11.9003
WE425G,-13.17402,11.90047
OV665E,-13.10933,11.90059
2BRUPW,-13.11315,11.90082
6E4TQ0,-13.17482,11.90111
63EKGY,-13.17762,11.90121
KNN0T3,-13.10523,11.90147
IVWVJP,-13.15207,11.90153
YAVFSP,-13.10767,11.90191
9VE08S,-13.10513,11.90216
Z88MQ5,-13.15054,11.9024
R4LEMA,-13.17138,11.9026
E14ZCC,-13.17273,11.90316
EUQHDO,-13.17381,11.9035
RS0A2Y,-13.13276,11.90387
XJ10D4,-13.17376,11.90434
JXSV7R,-13.15135,11.90488
JO7D0Y,-13.14956,11.90504
V3TK0K,-13.1315,11.90521
V6DLT0,-13.15182,11.9055
QUURMR,-13.15358,11.90557
RIP8LV,-13.15624,11.90625
VG51B6,-13.13501,11.90657
R3W50I,-13.15556,11.90657
MUEGBM,-13.15499,11.90748
UNWZ63,-13.15447,11.90756
PH5HW0,-13.13566,11.90858
D3PAD2,-13.12898,11.90909
B1ZHMD,-13.13484,11.90918
7BTO1Y,-13.13506,11.90953
LJ3J3T,-13.1346,11.91091
WFIOYT,-13.17796,11.91304
0CCMEC,-13.18131,11.91375
FL7G8B,-13.17438,11.91412
ABPBB9,-13.17429,11.91484
06UCZ3,-13.18194,11.91532
TTZ5JP,-13.17326,11.91596
MZM20D,-13.17533,11.91601
6YBCXX,-13.17533,11.91601
M7NOLC,-13.182,11.91609
OIWF1G,-13.18304,11.91722
745FNV,-13.15436,11.9178
6VEAXZ,-13.14878,11.92036
RW4C2E,-13.15476,11.92042
9L2N51,-13.15592,11.92106
NCRZQK,-13.15272,11.92195
A4PLBI,-13.15272,11.92195
B3QH8G,-13.14914,11.9228
ES5B3G,-13.13484,11.92419
EDYX81,-13.14866,11.92482
9XYXGX,-13.10923,11.92494
HZV21P,-13.10382,11.92508
07HNLA,-13.15342,11.92564
0PQK9U,-13.1534,11.92704
TH261F,-13.13992,11.92778
L6OJBM,-13.1023,11.92782
DJRFJ9,-13.10724,11.92822
NQQ2YR,-13.10724,11.92822
2N587X,-13.13387,11.92824
93PV4F,-13.13387,11.92824
WO8QOY,-13.10534,11.92865
W7DRXK,-13.10875,11.92876
L4IAWY,-13.13495,11.92924
A3WL7U,-13.1052,11.92968
02ZCJ2,-13.10391,11.93003
85PSD1,-13.13462,11.93043
IP2WET,-13.10268,11.93088
93EPY6,-13.13337,11.93218
V152XA,-13.13388,11.93288
58KAMH,-13.1349,11.93302
8S3PUM,-13.13659,11.9335
0TAAU5,-13.23786,11.93892
RYD5MX,-13.17643,11.9391
TSCSIP,-13.17143,11.93925
7SAADL,-13.1502,11.93952
Y0QHJ2,-13.14973,11.93963
28VDKS,-13.24186,11.93964
M82GZV,-13.14936,11.94012
L1UEJC,-13.15338,11.94028
46ABXN,-13.17338,11.94136
XLK341,-13.1575,11.94213
P82C8Z,-13.1575,11.94213
RXG9JW,-13.16845,11.94272
ABI8HZ,-13.17405,11.94273
MH3OH2,-13.14828,11.94282
BBDSX7,-13.15174,11.94414
6ROPVF,-13.16958,11.94492
R7FMN7,-13.2022,11.946
DXYHWC,-13.15057,11.94609
HIRAI2,-13.10822,11.94624
4C8GBY,-13.15103,11.94626
KIBGZ8,-13.17068,11.94663
X32Z6N,-13.15172,11.94664
2N2SNQ,-13.13483,11.94713
0CO73U,-13.13483,11.94713
41KC0Q,-13.10985,11.94802
K7ASKL,-13.10573,11.94964
GG21TM,-13.13064,11.94977
GHAT4M,-13.11221,11.95044
UD9YSV,-13.11221,11.95044
ZFJI0F,-13.12807,11.95065
D3GY3O,-13.11185,11.95075
KPCKRN,-13.13537,11.95095
MTTL43,-13.11264,11.95159
W7B9KL,-13.11378,11.95164
IF2P7H,-13.13559,11.95186
BSTCTS,-13.12981,11.95195
N58PRV,-13.13489,11.95271
KFRB41,-13.13164,11.95285
XGP28D,-13.10668,11.95314
PLOKNT,-13.11093,11.95344
V21NWO,-13.1327,11.95409
IQX099,-13.10622,11.95961
9JBT3Y,-13.15317,11.96197
D0H3ME,-13.15317,11.96197
ZR4A0Z,-13.1033,11.96214
0M4GPQ,-13.15831,11.96242
4RW1OS,-13.10919,11.96294
JZ80F3,-13.10949,11.96314
OL624J,-13.10541,11.96396
1I4T74,-13.1511,11.96412
BRV0TE,-13.11069,11.96425
FR5PEZ,-13.1068,11.96462
2KIK70,-13.11107,11.96463
KFU8NM,-13.10607,11.96577
TNWFX4,-13.10453,11.96579
YDQDTR,-13.15106,11.9663
BZTL3W,-13.16031,11.9668
SX2XMT,-13.15306,11.96694
OOEKCU,-13.12979,11.96782
WL84MC,-13.15222,11.968
GRZOOU,-13.17886,11.96955
A59T3D,-13.12709,11.97087
Y591DR,-13.15808,11.97098
UZMHC1,-13.18186,11.97157
48UBCB,-13.12332,11.9716
5E226B,-13.13334,11.97186
SPCKGM,-13.13176,11.97192
SUS2XQ,-13.18064,11.97214
87HBK6,-13.17957,11.97259
4HSMMI,-13.17654,11.97268
I94VPL,-13.18022,11.97309
8BK8W6,-13.12362,11.97346
VTHDWS,-13.13154,11.97351
60RLDB,-13.17955,11.97368
J4E8LZ,-13.12444,11.97394
CBJU38,-13.12758,11.974
G7GN39,-13.17562,11.97582
K2KKOP,-13.17755,11.9761
FRAMI5,-6.32848,12.44717
H87JZY,-6.26319,12.44838
5L5LDI,-6.33391,12.44884
GP5I88,-6.30723,12.44953
2PKW6I,-6.30623,12.44961
71YJWX,-6.29031,12.44964
LD5911,-6.33086,12.45017
WFT1XZ,-6.3274,12.45031
O9UCHG,-6.26214,12.45086
Q2YWB4,-6.30625,12.45147
SDVVIF,-6.33171,12.45148
GMBKJY,-6.29333,12.4515
8ZWV5J,-6.33088,12.45164
BEURV2,-6.30832,12.45172
B0NBWZ,-6.28879,12.45173
G6TRPL,-6.32981,12.4518
N0L5TV,-6.28851,12.45191
8TY9BH,-6.28851,12.45191
0PS21W,-6.30631,12.45223
0QI51Z,-6.30954,12.45235
R3R980,-6.30954,12.45235
ELM5D4,-6.32542,12.45242
AD1NCB,-6.28879,12.4526
8FUZID,-6.288,12.45268
NX0JEJ,-6.33145,12.45294
U1TCM2,-6.26682,12.45297
YDTN64,-6.29203,12.45303
3OLGAQ,-6.30524,12.45314
VIBYZ7,-6.26506,12.4534
UNZ3DN,-6.26277,12.45352
NN0FJK,-6.26097,12.45418
VFFX8E,-6.26018,12.45428
VV2GIG,-6.29179,12.45428
D13POJ,-6.26142,12.45542
3EA7E8,-6.28586,12.45555
V0Z5LM,-6.26165,12.45617
Q3H7VP,-6.30871,12.45667
H5AKTX,-6.30829,12.45745
J6BPM0,-6.32934,12.46405
VR2TFE,-6.33174,12.46443
OGDDEY,-6.3297,12.46458
JG1JD9,-6.33238,12.46499
WD5YB7,-6.33168,12.46563
O5MEHI,-6.31213,12.46614
HGCY1M,-6.31213,12.46614
FCZ872,-6.31454,12.46696
TLW99Y,-6.32556,12.46757
K6R2UG,-6.30654,12.46887
CV1IU1,-6.28412,12.46988
W713DU,-6.31155,12.47007
A82PXN,-6.26561,12.47029
H03BZL,-6.28367,12.47033
MNHAFH,-6.32593,12.47062
VVGZ8H,-6.26506,12.47066
2GB8YR,-6.28182,12.47089
UOKOR9,-6.28182,12.47089
VE7FKA,-6.3263,12.47113
B53SNC,-6.31534,12.47163
445EAV,-6.28128,12.47178
6MA47E,-6.31442,12.4719
F41N4Y,-6.30556,12.47213
L89Z5H,-6.32686,12.47222
QN2DUR,-6.32686,12.47222
PI68KU,-6.26537,12.4723
EBAPOT,-6.25944,12.47265
GPTFXA,-6.33035,12.47271
ZZQ0X3,-6.28642,12.47273
4LN1DF,-6.26103,12.47283
EY9CQJ,-6.28142,12.47364
5A19A9,-6.28062,12.47417
1V8F73,-6.28495,12.47471
W39LBJ,-6.28182,12.47489
CVM4HH,-6.31016,12.47529
6TJNJ0,-6.2604,12.47598
HF6PMU,-6.26461,12.47704
DR7N14,-6.28542,12.47719
O5UZLZ,-6.26551,12.47764
MKKAE3,-6.26555,12.47804
9BTCP8,-6.2626,12.4884
RN9772,-6.32663,12.48957
JUTOP9,-6.30669,12.48962
56G0TM,-6.33049,12.48964
QVICZI,-6.25828,12.48985
SXUIGA,-6.30963,12.4902
GWWZAI,-6.33303,12.4909
5K75UB,-6.26379,12.49108
9ENYB9,-6.31495,12.4911
1BS36B,-6.31495,12.4911
T5LM2W,-6.28376,12.49153
TSEKK1,-6.32798,12.49164
7CLQLK,-6.30879,12.49171
A5FBK5,-6.33432,12.49201
H5RSCU,-6.28485,12.49251
1BKN35,-6.30933,12.4927
EB394U,-6.33263,12.49274
NG3KVR,-6.33263,12.49274
XQ73DO,-6.31434,12.49285
OR2XR3,-6.31152,12.49302
Q13X8K,-6.2561,12.49371
XFRDJ0,-6.31433,12.49374
3H35Q7,-6.28158,12.49382
TCVUJC,-6.25556,12.49387
0REMUR,-6.327,12.49395
5LSH4H,-6.25716,12.49409
M0Y73U,-6.25704,12.49428
T12GTE,-6.2864,12.49459
J6KZYS,-6.25705,12.49523
Z59XMJ,-6.33274,12.4954
C8WYD1,-6.27922,12.49588
2D27SA,-6.33082,12.49592
1W6S1G,-6.27917,12.4961
OQPW64,-6.33209,12.49612
4QAXAW,-6.26117,12.49627
0J0NZX,-6.31335,12.49683
1WZGBL,-6.28619,12.49785
QNAPKS,-6.27954,12.49974
MS8X8V,-6.28056,12.50031
CCJB9R,-6.28252,12.5012
VOLYNU,-6.32779,12.51074
ZIXXRQ,-6.32799,12.51138
2M9V9E,-6.32313,12.51255
WUKLB3,-6.32791,12.51289
67CX6V,-6.32173,12.51337
048WNR,-6.32173,12.51337
SOUWLX,-6.26024,12.51338
KGEUKD,-6.26449,12.51338
YZSB5D,-6.33016,12.51362
0B1CG4,-6.28336,12.51398
0PK1HD,-6.2805,12.51426
UUXBAR,-6.2805,12.51426
J43IXP,-6.326,12.51434
KS1ZJN,-6.25919,12.51446
66O9XS,-6.32889,12.51452
PMMKJT,-6.28104,12.51496
OIRTI8,-6.32524,12.51551
NP3AQY,-6.28063,12.51601
WS92GS,-6.26535,12.51676
0FEZVZ,-6.25961,12.51692
E7UW5D,-6.30613,12.51702
6BM9I5,-6.30403,12.5172
AFZN6W,-6.30124,12.51747
G4EFRT,-6.25901,12.51784
VLEYP5,-6.30756,12.51828
9AKSQ8,-6.25863,12.5185
CGNHRY,-6.3272,12.51852
764TDK,-6.30216,12.51965
I7QWUE,-6.30216,12.51965
9427P5,-6.30848,12.51974
JP7AHQ,-6.30501,12.51978
6QW202,-6.30299,12.51979
2689WJ,-6.28052,12.51982
RRTY9H,-6.27711,12.51988
7UBK6M,-6.27844,12.51988
F377K9,-6.28317,12.52122
NATWU3,-6.28138,12.5214
PLCBBO,-6.30128,12.52282
QGXP56,-6.3048,12.52412
OVSQ8E,1.73141,13.36459
7Z0W1C,1.80465,13.36468
2NTCQR,1.73097,13.36546
HLWGNJ,1.73638,13.36575
CF48GS,1.79879,13.36591
26TJS2,1.77551,13.36628
FHS624,1.77617,13.36706
PL1TRG,1.80498,13.36748
KSZV5O,1.73538,13.36758
NCPZIU,1.738,13.36759
9JKRAP,1.79791,13.36767
GEWRZD,1.7344,13.3679
W03KJO,1.77853,13.36797
Z4IAT8,1.73214,13.36838
O7GMN1,1.73748,13.3686
W6NE44,1.80713,13.36872
QHMDWF,1.7768,13.36876
12RREJ,1.8012,13.36906
8K5QQ7,1.80201,13.36977
ZM5AEB,1.77924,13.37069
C0RJWX,1.80567,13.37086
DEGZW2,1.77577,13.37087
UA2JH5,1.75466,13.37099
CFO9K4,1.80152,13.37103
KOAAVU,1.77966,13.37146
07Q091,1.77966,13.37146
EW0QX7,1.75887,13.37149
GW7V9A,1.80452,13.372
GZJRTZ,1.80452,13.372
QOC27N,1.75406,13.37211
G04N52,1.77604,13.37259
JAKX1O,1.75907,13.3727
SKNJMX,1.77895,13.37277
GODUUU,1.75717,13.37313
UYN297,1.75766,13.37411
EQFBB4,1.75943,13.37467
D1CTBQ,1.75976,13.37572
TZHQFD,1.75976,13.37572
7YI93U,1.75802,13.37654
MFP49B,1.79506,13.38182
02YJI3,1.79893,13.382
Z9TJ8C,1.79489,13.38272
9NELHD,1.79404,13.38312
UIAWQE,1.79532,13.3837
QD8M54,1.7983,13.38568
A9VZDD,1.7983,13.38568
4A83KV,1.79459,13.38808
VBLM5X,1.73227,13.38817
4S299N,1.73229,13.38846
6ENCCN,1.79928,13.38878
B7EQBR,1.79708,13.38906
U2BW0C,1.77825,13.38958
XDAQ4J,1.73411,13.38992
1HCFB0,1.77919,13.38992
MHYYG9,1.77919,13.38992
MX58DG,1.73348,13.39052
PFCWF2,1.75761,13.391
LWT5IJ,1.7358,13.39105
NX0UCX,1.75981,13.39151
Z7CRU8,1.76027,13.39171
89ZZ66,1.77649,13.39175
759TWH,1.77694,13.39202
EPWXOK,1.75249,13.39255
ACRS2L,1.76012,13.39256
Q2MMM4,1.73513,13.39358
0SBM6V,1.75589,13.39361
CIGMLN,1.73166,13.39366
LT6GKY,1.75478,13.39394
VCN9D8,1.77659,13.39412
UGIRYG,1.72887,13.39414
9J6YTT,1.72889,13.39463
Y6KD97,1.73319,13.39481
1T8PE8,1.75692,13.39504
FDCEJA,1.75692,13.39504
EZ63WO,1.78042,13.39534
TV7EJE,1.75385,13.39553
3CZEEY,1.78094,13.39554
HTX9BI,1.77225,13.39621
I8ITBI,1.75865,13.39741
4NGF8V,1.80267,13.4048
1WJTS3,1.80231,13.40526
CMOG2O,1.79901,13.40573
9H673Y,1.80324,13.4065
ZAQBS5,1.79993,13.40671
AAM4P2,1.80025,13.40849
GN66X4,1.79858,13.40874
3J8HPC,1.79829,13.40912
MG1LNM,1.79837,13.41028
TKUIZ4,1.73576,13.41091
9HHR02,1.73562,13.41117
3D9KEP,1.7326,13.41266
2P0KEU,1.80116,13.41276
254W7P,1.75798,13.41307
K6Y1FN,1.75499,13.4133
LTYK8F,1.75471,13.4134
GEQGBV,1.75471,13.4134
77S3GB,1.73504,13.41434
JKHYA3,1.73236,13.41452
IFYYW5,1.75254,13.41529
V7T5LM,1.73238,13.41565
TT2AAO,1.754,13.41578
A2PHFH,1.75508,13.41621
9CDGYA,1.72946,13.41636
R5QSPG,1.7577,13.41662
CR9NG6,1.78444,13.41735
WNQJTJ,1.78374,13.41736
VXJTKY,1.77958,13.41785
FN5ESZ,1.73159,13.4184
331XSR,1.73159,13.4184
R8BEIS,1.7524,13.41851
V9J0RI,1.77966,13.41894
6NGF5R,1.78661,13.41908
RDYXAQ,1.78661,13.41908
6EKXAH,1.73171,13.41934
M86094,1.77757,13.4196
9GVJ8K,1.75431,13.42039
KLCGXQ,1.78434,13.42305
SRCWU5,1.80179,13.42702
9UBVJT,1.80219,13.42812
8NX7ZN,1.80104,13.4282
095HJ6,1.80453,13.42943
E8MP58,1.736,13.43042
G60P3Y,1.80067,13.4306
L2T7UC,1.79997,13.43068
N9HQMW,1.74011,13.43114
AMWCUJ,1.79912,13.43122
DXW99G,1.79912,13.43122
K0WUXD,1.73804,13.43168
LJMFZD,1.77981,13.4328
N70XQI,1.77485,13.43312
G50HSS,1.74143,13.43324
7WQ041,1.74224,13.43374
F5WCPK,1.74214,13.43403
6CE5JK,1.7985,13.43448
PYY2UQ,1.73874,13.43555
AYVXDH,1.73318,13.43562
T9C4TJ,1.78066,13.43564
MZ6QRZ,1.77705,13.43565
HEQOWW,1.79995,13.43587
X96I6D,1.77513,13.4363
EL6SJ6,1.73777,13.43664
97NDU2,1.73395,13.43698
8VWGBP,1.75536,13.43704
33OMKU,1.7797,13.43717
GQ5VVG,1.77692,13.43746
FPHI78,1.77796,13.43786
4DTTD8,1.77796,13.43786
U1YGV2,1.7758,13.43941
8ROH0V,1.78197,13.4397
OP35PD,1.75781,13.44029
NYU72Y,1.7552,13.44201
6JJJS5,1.75415,13.44308
QTK3QX,1.7565,13.44324
LLVXVI,1.75463,13.44397
XWU47U,1.75463,13.44397
VBBV5A,1.75473,13.44533
3EESX7,1.75692,13.44651
WH2J8D,-11.011,14.76583
GOIFQ3,-11.0151,14.76808
JV4CKJ,-11.01268,14.76868
5A86RA,-11.0143,14.76961
NYT8ER,-11.03315,14.77008
DLD7U2,-11.03315,14.77008
MOHDR5,-11.03288,14.77031
MZL5C5,-11.03721,14.77048
6NPY2Q,-11.02948,14.77112
BE6GQR,-11.00856,14.77115
SSD5IV,-11.0128,14.77158
2HUA3Z,-11.02928,14.77168
19WRQD,-11.01642,14.77195
6D5PAM,-10.98603,14.77238
MRI4FX,-11.03468,14.77273
VR8XZ6,-11.012,14.77317
5D063C,-11.01003,14.77332
TGAC9V,-11.03583,14.7735
NLBMGU,-11.01606,14.77376
BGT27I,-10.99141,14.77425
7TJBP0,-10.98395,14.77434
